Constituent fund name,Date,Currency,NAV / unit
Manulife MPF North American Equity Fund,26/06/2020,HKD,18.418
Manulife MPF North American Equity Fund,29/06/2020,HKD,18.637
Manulife MPF North American Equity Fund,30/06/2020,HKD,18.961
Manulife MPF North American Equity Fund,02/07/2020,HKD,19.250
Manulife MPF North American Equity Fund,03/07/2020,HKD,19.247
Manulife MPF North American Equity Fund,06/07/2020,HKD,19.655
Manulife MPF North American Equity Fund,07/07/2020,HKD,19.456
Manulife MPF North American Equity Fund,08/07/2020,HKD,19.724
Manulife MPF North American Equity Fund,09/07/2020,HKD,19.671
Manulife MPF North American Equity Fund,10/07/2020,HKD,19.857
Manulife MPF North American Equity Fund,13/07/2020,HKD,19.489
Manulife MPF North American Equity Fund,14/07/2020,HKD,19.690
Manulife MPF North American Equity Fund,15/07/2020,HKD,19.839
Manulife MPF North American Equity Fund,16/07/2020,HKD,19.746
Manulife MPF North American Equity Fund,17/07/2020,HKD,19.744
Manulife MPF North American Equity Fund,20/07/2020,HKD,20.114
Manulife MPF North American Equity Fund,21/07/2020,HKD,20.037
Manulife MPF North American Equity Fund,22/07/2020,HKD,20.087
Manulife MPF North American Equity Fund,23/07/2020,HKD,19.740
Manulife MPF North American Equity Fund,24/07/2020,HKD,19.629
Manulife MPF North American Equity Fund,27/07/2020,HKD,19.829
Manulife MPF North American Equity Fund,28/07/2020,HKD,19.653
Manulife MPF North American Equity Fund,29/07/2020,HKD,19.980
Manulife MPF North American Equity Fund,30/07/2020,HKD,19.948
Manulife MPF North American Equity Fund,31/07/2020,HKD,20.152
Manulife MPF North American Equity Fund,03/08/2020,HKD,20.309
Manulife MPF North American Equity Fund,04/08/2020,HKD,20.335
Manulife MPF North American Equity Fund,05/08/2020,HKD,20.504
Manulife MPF North American Equity Fund,06/08/2020,HKD,20.697
Manulife MPF North American Equity Fund,07/08/2020,HKD,20.599
Manulife MPF North American Equity Fund,10/08/2020,HKD,20.549
Manulife MPF North American Equity Fund,11/08/2020,HKD,20.344
Manulife MPF North American Equity Fund,12/08/2020,HKD,20.646
Manulife MPF North American Equity Fund,13/08/2020,HKD,20.699
Manulife MPF North American Equity Fund,14/08/2020,HKD,20.658
Manulife MPF North American Equity Fund,17/08/2020,HKD,20.741
Manulife MPF North American Equity Fund,18/08/2020,HKD,20.859
Manulife MPF North American Equity Fund,19/08/2020,HKD,20.769
Manulife MPF North American Equity Fund,20/08/2020,HKD,20.928
Manulife MPF North American Equity Fund,21/08/2020,HKD,20.972
Manulife MPF North American Equity Fund,24/08/2020,HKD,21.154
Manulife MPF North American Equity Fund,25/08/2020,HKD,21.325
Manulife MPF North American Equity Fund,26/08/2020,HKD,21.758
Manulife MPF North American Equity Fund,27/08/2020,HKD,21.713
Manulife MPF North American Equity Fund,28/08/2020,HKD,21.902
Manulife MPF North American Equity Fund,31/08/2020,HKD,21.851
Manulife MPF North American Equity Fund,01/09/2020,HKD,22.148
Manulife MPF North American Equity Fund,02/09/2020,HKD,22.425
Manulife MPF North American Equity Fund,03/09/2020,HKD,21.557
Manulife MPF North American Equity Fund,04/09/2020,HKD,21.222
Manulife MPF North American Equity Fund,07/09/2020,HKD,21.220
Manulife MPF North American Equity Fund,08/09/2020,HKD,20.524
Manulife MPF North American Equity Fund,09/09/2020,HKD,20.945
Manulife MPF North American Equity Fund,10/09/2020,HKD,20.581
Manulife MPF North American Equity Fund,11/09/2020,HKD,20.483
Manulife MPF North American Equity Fund,14/09/2020,HKD,20.722
Manulife MPF North American Equity Fund,15/09/2020,HKD,20.836
Manulife MPF North American Equity Fund,16/09/2020,HKD,20.675
Manulife MPF North American Equity Fund,17/09/2020,HKD,20.440
Manulife MPF North American Equity Fund,18/09/2020,HKD,20.209
Manulife MPF North American Equity Fund,21/09/2020,HKD,20.037
Manulife MPF North American Equity Fund,22/09/2020,HKD,20.381
Manulife MPF North American Equity Fund,23/09/2020,HKD,19.843
Manulife MPF North American Equity Fund,24/09/2020,HKD,19.919
Manulife MPF North American Equity Fund,25/09/2020,HKD,20.284
Manulife MPF North American Equity Fund,28/09/2020,HKD,20.630
Manulife MPF North American Equity Fund,29/09/2020,HKD,20.584
Manulife MPF North American Equity Fund,30/09/2020,HKD,20.716
Manulife MPF North American Equity Fund,05/10/2020,HKD,21.041
Manulife MPF North American Equity Fund,06/10/2020,HKD,20.702
Manulife MPF North American Equity Fund,07/10/2020,HKD,21.076
Manulife MPF North American Equity Fund,08/10/2020,HKD,21.221
Manulife MPF North American Equity Fund,09/10/2020,HKD,21.477
Manulife MPF North American Equity Fund,12/10/2020,HKD,21.895
Manulife MPF North American Equity Fund,14/10/2020,HKD,21.602
Manulife MPF North American Equity Fund,15/10/2020,HKD,21.501
Manulife MPF North American Equity Fund,16/10/2020,HKD,21.473
Manulife MPF North American Equity Fund,19/10/2020,HKD,21.101
Manulife MPF North American Equity Fund,20/10/2020,HKD,21.213
Manulife MPF North American Equity Fund,21/10/2020,HKD,21.174
Manulife MPF North American Equity Fund,22/10/2020,HKD,21.210
Manulife MPF North American Equity Fund,23/10/2020,HKD,21.351
Manulife MPF North American Equity Fund,27/10/2020,HKD,20.958
Manulife MPF North American Equity Fund,28/10/2020,HKD,20.183
Manulife MPF North American Equity Fund,29/10/2020,HKD,20.471
Manulife MPF North American Equity Fund,30/10/2020,HKD,20.056
Manulife MPF North American Equity Fund,02/11/2020,HKD,20.150
Manulife MPF North American Equity Fund,03/11/2020,HKD,20.542
Manulife MPF North American Equity Fund,04/11/2020,HKD,21.375
Manulife MPF North American Equity Fund,05/11/2020,HKD,21.863
Manulife MPF North American Equity Fund,06/11/2020,HKD,21.823
Manulife MPF North American Equity Fund,09/11/2020,HKD,21.859
Manulife MPF North American Equity Fund,10/11/2020,HKD,21.611
Manulife MPF North American Equity Fund,11/11/2020,HKD,21.909
Manulife MPF North American Equity Fund,12/11/2020,HKD,21.722
Manulife MPF North American Equity Fund,13/11/2020,HKD,21.943
Manulife MPF North American Equity Fund,16/11/2020,HKD,22.107
Manulife MPF North American Equity Fund,17/11/2020,HKD,22.051
Manulife MPF North American Equity Fund,18/11/2020,HKD,21.825
Manulife MPF North American Equity Fund,19/11/2020,HKD,21.939
Manulife MPF North American Equity Fund,20/11/2020,HKD,21.718
Manulife MPF North American Equity Fund,23/11/2020,HKD,21.837
Manulife MPF North American Equity Fund,24/11/2020,HKD,22.197
Manulife MPF North American Equity Fund,25/11/2020,HKD,22.238
Manulife MPF North American Equity Fund,26/11/2020,HKD,22.237
Manulife MPF North American Equity Fund,27/11/2020,HKD,22.371
Manulife MPF North American Equity Fund,30/11/2020,HKD,22.253
Manulife MPF North American Equity Fund,01/12/2020,HKD,22.522
Manulife MPF North American Equity Fund,02/12/2020,HKD,22.547
Manulife MPF North American Equity Fund,03/12/2020,HKD,22.497
Manulife MPF North American Equity Fund,04/12/2020,HKD,22.644
Manulife MPF North American Equity Fund,07/12/2020,HKD,22.683
Manulife MPF North American Equity Fund,08/12/2020,HKD,22.677
Manulife MPF North American Equity Fund,09/12/2020,HKD,22.341
Manulife MPF North American Equity Fund,10/12/2020,HKD,22.374
Manulife MPF North American Equity Fund,11/12/2020,HKD,22.330
Manulife MPF North American Equity Fund,14/12/2020,HKD,22.342
Manulife MPF North American Equity Fund,15/12/2020,HKD,22.579
Manulife MPF North American Equity Fund,16/12/2020,HKD,22.710
Manulife MPF North American Equity Fund,17/12/2020,HKD,22.896
Manulife MPF North American Equity Fund,18/12/2020,HKD,22.849
Manulife MPF North American Equity Fund,21/12/2020,HKD,22.847
Manulife MPF North American Equity Fund,22/12/2020,HKD,22.836
Manulife MPF North American Equity Fund,23/12/2020,HKD,22.803
Manulife MPF North American Equity Fund,24/12/2020,HKD,22.866
Manulife MPF North American Equity Fund,28/12/2020,HKD,23.092
Manulife MPF North American Equity Fund,29/12/2020,HKD,23.062
Manulife MPF North American Equity Fund,30/12/2020,HKD,23.025
Manulife MPF North American Equity Fund,31/12/2020,HKD,23.091
Manulife MPF North American Equity Fund,04/01/2021,HKD,22.720
Manulife MPF North American Equity Fund,05/01/2021,HKD,22.870
Manulife MPF North American Equity Fund,06/01/2021,HKD,22.858
Manulife MPF North American Equity Fund,07/01/2021,HKD,23.299
Manulife MPF North American Equity Fund,08/01/2021,HKD,23.425
Manulife MPF North American Equity Fund,11/01/2021,HKD,23.247
Manulife MPF North American Equity Fund,12/01/2021,HKD,23.186
